Avalanche Grain Count,  Number Avalanches
1, 7466746
2, 830289
3, 379215
4, 193773
5, 109587
6, 79812
7, 61062
8, 47706
9, 38889
10, 33171
11, 28731
12, 25513
13, 22709
14, 20334
15, 18571
16, 16770
17, 15673
18, 14388
19, 13295
20, 12671
21, 11955
22, 11338
23, 10406
24, 9939
25, 9320
26, 8871
27, 8638
28, 8320
29, 7803
30, 7407
31, 7307
32, 7027
33, 6644
34, 6461
35, 6324
36, 5947
37, 5874
38, 5517
39, 5488
40, 5438
41, 5036
42, 4972
43, 4838
44, 4821
45, 4585
46, 4541
47, 4350
48, 4312
49, 4215
50, 4023
51, 3974
52, 3893
53, 3897
54, 3710
55, 3687
56, 3584
57, 3416
58, 3407
59, 3411
60, 3390
61, 3256
62, 3196
63, 3143
64, 3029
65, 3056
66, 2966
67, 2940
68, 2839
69, 2859
70, 2761
71, 2692
72, 2681
73, 2638
74, 2631
75, 2520
76, 2610
77, 2486
78, 2399
79, 2406
80, 2344
81, 2327
82, 2337
83, 2289
84, 2225
85, 2192
86, 2161
87, 2176
88, 2134
89, 2033
90, 2075
91, 2026
92, 2007
93, 1949
94, 2040
95, 1944
96, 1928
97, 1892
98, 1841
99, 1839
100, 1772
101, 1775
102, 1765
103, 1772
104, 1760
105, 1801
106, 1709
107, 1717
108, 1645
109, 1592
110, 1518
111, 1561
112, 1598
113, 1573
114, 1550
115, 1487
116, 1528
117, 1484
118, 1457
119, 1429
120, 1455
121, 1406
122, 1430
123, 1379
124, 1410
125, 1345
126, 1347
127, 1297
128, 1349
129, 1329
130, 1309
131, 1348
132, 1305
133, 1290
134, 1238
135, 1303
136, 1185
137, 1241
138, 1212
139, 1210
140, 1166
141, 1173
142, 1183
143, 1139
144, 1152
145, 1089
146, 1137
147, 1079
148, 1084
149, 1045
150, 1036
151, 1078
152, 1015
153, 1041
154, 1007
155, 1036
156, 1028
157, 1043
158, 984
159, 1000
160, 993
161, 1011
162, 982
163, 968
164, 967
165, 1009
166, 913
167, 951
168, 860
169, 868
170, 943
171, 899
172, 922
173, 831
174, 863
175, 815
176, 803
177, 921
178, 870
179, 800
180, 814
181, 826
182, 835
183, 758
184, 801
185, 791
186, 770
187, 764
188, 752
189, 766
190, 704
191, 726
192, 789
193, 737
194, 726
195, 726
196, 749
197, 733
198, 700
199, 705
200, 690
201, 712
202, 718
203, 701
204, 713
205, 706
206, 661
207, 632
208, 688
209, 622
210, 638
211, 638
212, 647
213, 661
214, 663
215, 592
216, 611
217, 599
218, 584
219, 604
220, 609
221, 553
222, 568
223, 588
224, 585
225, 571
226, 572
227, 525
228, 533
229, 606
230, 551
231, 578
232, 571
233, 536
234, 522
235, 549
236, 541
237, 557
238, 515
239, 533
240, 522
241, 523
242, 540
243, 493
244, 497
245, 507
246, 534
247, 492
248, 516
249, 453
250, 471
251, 482
252, 488
253, 443
254, 446
255, 444
