Avalanche Movement, Number Avalanches
2, 447596
3, 446460
4, 511449
5, 491039
6, 551510
7, 767630
8, 971563
9, 1142851
10, 1305879
11, 1184008
12, 102879
13, 90148
14, 75828
15, 68206
16, 62868
17, 59085
18, 56147
19, 53557
20, 51109
21, 49314
22, 47960
23, 45937
24, 43980
25, 42321
26, 41277
27, 39866
28, 37806
29, 36501
30, 35134
31, 33924
32, 32645
33, 30878
34, 29975
35, 28670
36, 27483
37, 26113
38, 25316
39, 24113
40, 23215
41, 22164
42, 21325
43, 20489
44, 19646
45, 18649
46, 17824
47, 17193
48, 16367
49, 15763
50, 15221
51, 14796
52, 13817
53, 13061
54, 12708
55, 12336
56, 11793
57, 11480
58, 10676
59, 10494
60, 10065
61, 9637
62, 9439
63, 9019
64, 8461
65, 8384
66, 8027
67, 7753
68, 7479
69, 7318
70, 7000
71, 6863
72, 6606
73, 6286
74, 6226
75, 5831
76, 5782
77, 5601
78, 5402
79, 5253
80, 5149
81, 5002
82, 4908
83, 4677
84, 4569
85, 4420
86, 4310
87, 4306
88, 4187
89, 4047
90, 4011
91, 3913
92, 3839
93, 3683
94, 3530
95, 3552
96, 3476
97, 3491
98, 3360
99, 3287
100, 3214
101, 3183
102, 3089
103, 3039
104, 2962
105, 2883
106, 2850
107, 2826
108, 2779
109, 2728
110, 2655
111, 2562
112, 2700
113, 2513
114, 2544
115, 2416
116, 2392
117, 2348
118, 2384
119, 2278
120, 2356
121, 2156
122, 2222
123, 2125
124, 2115
125, 2083
126, 2019
127, 2118
128, 1993
129, 1995
130, 1933
131, 1885
132, 1866
133, 1869
134, 1855
135, 1846
136, 1820
137, 1846
138, 1763
139, 1735
140, 1753
141, 1663
142, 1670
143, 1648
144, 1656
145, 1553
146, 1617
147, 1607
148, 1531
149, 1478
150, 1475
151, 1483
152, 1557
153, 1417
154, 1447
155, 1415
156, 1350
157, 1422
158, 1385
159, 1376
160, 1391
161, 1369
162, 1372
163, 1253
164, 1291
165, 1341
166, 1300
167, 1238
168, 1234
169, 1242
170, 1244
171, 1214
172, 1158
173, 1176
174, 1199
175, 1155
176, 1160
177, 1087
178, 1067
179, 1109
180, 1059
181, 1038
182, 1085
183, 1054
184, 1061
185, 1022
186, 991
187, 954
188, 1030
189, 1024
190, 1019
191, 1002
192, 941
193, 992
194, 959
195, 943
196, 908
197, 943
198, 894
199, 916
200, 925
201, 941
202, 900
203, 872
204, 903
205, 875
206, 834
207, 896
208, 884
209, 849
210, 802
211, 851
212, 795
213, 778
214, 780
215, 746
216, 839
217, 785
218, 752
219, 754
220, 797
221, 739
222, 720
223, 749
224, 710
225, 691
226, 706
227, 755
228, 750
229, 717
230, 683
231, 707
232, 703
233, 732
234, 711
235, 665
236, 658
237, 703
238, 721
239, 676
240, 663
241, 676
242, 622
243, 679
244, 602
245, 651
246, 640
247, 658
248, 617
249, 624
250, 601
251, 645
252, 548
253, 637
254, 644
255, 596
256, 578
257, 596
258, 556
259, 596
260, 568
261, 605
262, 553
263, 578
264, 539
265, 533
266, 532
267, 577
268, 523
269, 561
270, 575
271, 529
272, 522
273, 515
274, 539
275, 532
276, 505
277, 543
278, 496
279, 521
280, 547
281, 531
282, 526
283, 460
284, 496
285, 493
286, 508
287, 475
288, 489
289, 490
290, 470
291, 511
292, 497
293, 473
294, 420
295, 447
296, 460
297, 466
298, 472
299, 432
300, 477
301, 421
302, 471
303, 429
304, 392
305, 420
306, 435
307, 414
308, 427
309, 403
310, 406
311, 379
312, 390
313, 423
314, 400
315, 414
316, 412
317, 392
318, 412
319, 392
320, 416
321, 402
322, 401
323, 384
324, 383
325, 325
326, 371
327, 368
328, 368
329, 341
330, 369
331, 366
332, 359
333, 377
334, 379
335, 364
336, 356
337, 369
338, 379
339, 365
340, 361
341, 380
342, 370
343, 381
344, 316
345, 352
346, 334
347, 340
348, 380
349, 326
350, 348
351, 324
352, 361
353, 334
354, 318
355, 290
356, 321
357, 318
358, 305
359, 344
360, 342
361, 323
362, 328
363, 295
364, 303
365, 326
366, 301
367, 296
368, 301
369, 305
370, 301
371, 326
372, 290
373, 271
374, 312
375, 307
376, 293
377, 307
378, 315
379, 307
380, 296
381, 261
382, 292
383, 285
384, 271
385, 286
386, 297
387, 265
388, 269
389, 275
390, 241
391, 250
392, 265
393, 259
