Avalanche Grain Count,  Number Avalanches
1, 7762881
2, 628764
3, 311595
4, 172549
5, 101326
6, 74664
7, 57780
8, 46720
9, 38664
10, 33223
11, 28632
12, 25448
13, 22783
14, 20514
15, 18630
16, 17089
17, 15702
18, 14857
19, 13706
20, 12874
21, 12114
22, 11334
23, 10650
24, 10048
25, 9676
26, 9266
27, 8903
28, 8525
29, 8170
30, 7799
31, 7439
32, 7260
33, 6930
34, 6763
35, 6612
36, 6251
37, 6088
38, 5952
39, 5786
40, 5492
41, 5567
42, 5063
43, 4988
44, 4984
45, 4939
46, 4815
47, 4593
48, 4595
49, 4445
50, 4319
51, 4312
52, 4144
53, 3987
54, 4039
55, 3961
56, 3768
57, 3696
58, 3720
59, 3521
60, 3472
61, 3424
62, 3426
63, 3314
64, 3222
65, 3137
66, 3096
67, 3097
68, 3000
69, 3037
70, 3014
71, 2832
72, 2763
73, 2829
74, 2864
75, 2780
76, 2721
77, 2653
78, 2577
79, 2592
80, 2594
81, 2484
82, 2472
83, 2497
84, 2377
85, 2303
86, 2295
87, 2334
88, 2205
89, 2293
90, 2163
91, 2141
92, 2100
93, 2185
94, 2060
95, 1981
96, 2021
97, 1976
98, 1993
99, 1926
100, 1971
101, 1907
102, 1944
103, 1908
104, 1854
105, 1806
106, 1818
107, 1769
108, 1757
109, 1710
110, 1680
111, 1724
112, 1651
113, 1682
114, 1634
115, 1681
116, 1558
117, 1605
118, 1513
119, 1562
120, 1515
121, 1558
122, 1533
123, 1496
124, 1465
125, 1510
126, 1441
127, 1452
128, 1450
129, 1370
130, 1416
131, 1337
132, 1345
133, 1367
134, 1342
135, 1312
136, 1339
137, 1306
138, 1238
139, 1269
140, 1237
141, 1229
142, 1211
143, 1196
144, 1187
145, 1244
146, 1133
147, 1165
148, 1200
149, 1162
150, 1082
151, 1114
152, 1126
153, 1080
154, 1097
155, 1130
156, 1030
157, 1050
158, 1059
159, 1033
160, 964
161, 1031
162, 970
163, 1051
164, 976
165, 1038
166, 937
167, 915
168, 951
169, 927
170, 939
171, 904
172, 941
173, 921
174, 908
175, 866
176, 913
177, 870
178, 895
179, 858
180, 873
181, 888
182, 856
183, 866
184, 857
185, 859
186, 792
187, 815
188, 836
189, 823
190, 771
191, 775
192, 815
193, 781
194, 741
195, 800
196, 719
197, 762
198, 694
199, 716
200, 709
201, 739
202, 752
203, 696
204, 672
205, 679
206, 679
207, 700
208, 692
209, 670
210, 642
211, 623
212, 653
213, 662
214, 635
215, 636
216, 627
217, 633
218, 642
219, 624
220, 572
221, 645
222, 638
223, 614
224, 622
225, 563
226, 613
227, 580
228, 559
229, 624
230, 566
231, 557
232, 543
233, 576
234, 582
235, 567
236, 593
237, 548
238, 540
239, 533
240, 525
241, 537
242, 529
243, 543
244, 531
245, 531
246, 501
247, 496
248, 518
249, 486
250, 475
251, 455
252, 471
253, 478
254, 509
255, 488
256, 461
257, 452
258, 449
259, 473
260, 429
261, 460
262, 451
263, 407
264, 427
265, 441
266, 472
267, 439
268, 418
269, 375
270, 433
271, 399
272, 418
273, 422
274, 394
275, 418
276, 392
277, 422
278, 411
279, 403
280, 392
281, 397
282, 414
283, 355
284, 400
285, 419
286, 407
287, 359
288, 369
289, 379
290, 368
291, 379
292, 358
293, 368
294, 340
295, 360
296, 355
297, 368
298, 361
299, 340
300, 360
301, 343
302, 331
303, 340
304, 375
305, 362
306, 334
307, 344
308, 305
309, 326
310, 276
311, 335
312, 308
313, 318
314, 294
315, 340
316, 281
317, 332
318, 314
319, 304
320, 315
321, 278
322, 282
323, 270
324, 321
325, 295
326, 314
327, 273
328, 297
329, 278
330, 257
331, 271
332, 290
333, 310
334, 280
335, 293
336, 263
337, 273
338, 263
339, 232
340, 226
341, 297
342, 250
343, 271
344, 233
345, 251
346, 281
347, 270
348, 257
349, 272
350, 260
351, 227
352, 251
353, 265
354, 214
355, 220
356, 214
357, 217
358, 211
359, 233
360, 216
361, 236
362, 245
363, 241
364, 212
365, 210
366, 245
367, 225
368, 206
369, 227
370, 213
371, 229
372, 207
373, 211
374, 221
375, 235
376, 201
377, 233
378, 198
379, 212
380, 208
381, 203
382, 198
383, 193
384, 192
385, 212
386, 207
387, 183
388, 180
389, 184
390, 194
391, 189
392, 212
393, 208
394, 179
395, 174
396, 190
397, 174
398, 171
399, 179
400, 183
401, 198
402, 166
403, 181
404, 175
405, 166
406, 174
407, 154
408, 182
409, 174
410, 154
411, 166
412, 176
413, 162
414, 159
415, 181
416, 147
417, 175
418, 150
419, 148
420, 155
421, 155
422, 155
423, 163
424, 150
425, 148
426, 175
427, 142
428, 145
429, 167
430, 156
431, 158
432, 158
433, 161
434, 133
435, 148
436, 139
437, 142
438, 141
439, 139
440, 126
441, 116
442, 145
443, 135
444, 145
445, 137
446, 145
447, 140
448, 151
449, 127
450, 130
